"SECONDS";"PID";"VALUE";"UNITS";
"37874.7044045";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"37874.7044045";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37874.7044045";"Motordrehzahl";"4831";"rpm";
"37874.7044045";"Motordrehzahl x1000";"4.8";"rpm";
"37874.7044045";"Zündzeitpunkt";"42";"°";
"37874.8667077";"Abs. Drosselklappenstellung";"15.686274509803921";"%";
"37874.8667077";"Eingangsspannung Steuergerät";"14.296";"V";
"37874.8667077";"Gaspedalstellung D";"13.72549019607843";"%";
"37874.8667077";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"37874.8667077";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.015";"V";
"37874.8667077";"Motordrehzahl";"4791";"rpm";
"37874.8667077";"Motordrehzahl x1000";"4.8";"rpm";
"37874.8667077";"Zündzeitpunkt";"47";"°";
"37875.043757";"Abs. Drosselklappenstellung";"15.686274509803921";"%";
"37875.043757";"Eingangsspannung Steuergerät";"14.296";"V";
"37875.043757";"Gaspedalstellung D";"13.72549019607843";"%";
"37875.043757";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"37875.043757";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.035";"V";
"37875.043757";"Motordrehzahl";"4772";"rpm";
"37875.043757";"Motordrehzahl x1000";"4.8";"rpm";
"37875.043757";"Zündzeitpunkt";"48";"°";
"37875.1974832";"Abs. Drosselklappenstellung";"16.07843137254902";"%";
"37875.1974832";"Eingangsspannung Steuergerät";"14.296";"V";
"37875.1974832";"Gaspedalstellung D";"14.117647058823529";"%";
"37875.1974832";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"37875.1974832";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.035";"V";
"37875.1974832";"Motordrehzahl";"4730";"rpm";
"37875.1974832";"Motordrehzahl x1000";"4.7";"rpm";
"37875.1974832";"Zündzeitpunkt";"48";"°";
"37875.5098967";"Abs. Drosselklappenstellung";"16.07843137254902";"%";
"37875.5098967";"Eingangsspannung Steuergerät";"14.218";"V";
"37875.5098967";"Gaspedalstellung D";"14.117647058823529";"%";
"37875.5098967";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"37875.5098967";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.17500000000000002";"V";
"37875.5098967";"Motordrehzahl";"4732";"rpm";
"37875.5098967";"Motordrehzahl x1000";"4.7";"rpm";
"37875.5098967";"Zündzeitpunkt";"48";"°";
"37875.7973074";"Abs. Drosselklappenstellung";"16.07843137254902";"%";
"37875.7973074";"Eingangsspannung Steuergerät";"14.296";"V";
"37875.7973074";"Gaspedalstellung D";"14.117647058823529";"%";
"37875.7973074";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"37875.7973074";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"37875.7973074";"Motordrehzahl";"4692";"rpm";
"37875.7973074";"Motordrehzahl x1000";"4.7";"rpm";
"37875.7973074";"Zündzeitpunkt";"48";"°";
"37875.9678326";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37875.9678326";"Eingangsspannung Steuergerät";"14.296";"V";
"37875.9678326";"Gaspedalstellung D";"12.941176470588236";"%";
"37875.9678326";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37875.9678326";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"37875.9678326";"Motordrehzahl";"4658";"rpm";
"37875.9678326";"Motordrehzahl x1000";"4.7";"rpm";
"37875.9678326";"Zündzeitpunkt";"46";"°";
"37876.1462114";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37876.1462114";"Eingangsspannung Steuergerät";"14.296";"V";
"37876.1462114";"Gaspedalstellung D";"12.549019607843137";"%";
"37876.1462114";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37876.1462114";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37876.1462114";"Motordrehzahl";"4630";"rpm";
"37876.1462114";"Motordrehzahl x1000";"4.6";"rpm";
"37876.1462114";"Zündzeitpunkt";"46";"°";
"37876.3018932";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37876.3018932";"Eingangsspannung Steuergerät";"14.296";"V";
"37876.3018932";"Gaspedalstellung D";"12.549019607843137";"%";
"37876.3018932";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37876.3018932";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37876.3018932";"Motordrehzahl";"4617";"rpm";
"37876.3018932";"Motordrehzahl x1000";"4.6";"rpm";
"37876.3018932";"Zündzeitpunkt";"46";"°";
"37876.4898441";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37876.4898441";"Eingangsspannung Steuergerät";"14.296";"V";
"37876.4898441";"Gaspedalstellung D";"12.549019607843137";"%";
"37876.4898441";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37876.4898441";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37876.4898441";"Motordrehzahl";"4587";"rpm";
"37876.4898441";"Motordrehzahl x1000";"4.6";"rpm";
"37876.4898441";"Zündzeitpunkt";"46";"°";
"37876.6483219";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37876.6483219";"Eingangsspannung Steuergerät";"14.296";"V";
"37876.6483219";"Gaspedalstellung D";"12.549019607843137";"%";
"37876.6483219";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37876.6483219";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37876.6483219";"Motordrehzahl";"4564";"rpm";
"37876.6483219";"Motordrehzahl x1000";"4.6";"rpm";
"37876.6483219";"Zündzeitpunkt";"46";"°";
"37877.0298204";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37877.0298204";"Eingangsspannung Steuergerät";"14.296";"V";
"37877.0298204";"Gaspedalstellung D";"12.549019607843137";"%";
"37877.0298204";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37877.0298204";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37877.0298204";"Motordrehzahl";"4530";"rpm";
"37877.0298204";"Motordrehzahl x1000";"4.5";"rpm";
"37877.0298204";"Zündzeitpunkt";"46";"°";
"37877.2100394";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37877.2100394";"Eingangsspannung Steuergerät";"14.296";"V";
"37877.2100394";"Gaspedalstellung D";"12.549019607843137";"%";
"37877.2100394";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37877.2100394";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37877.2100394";"Motordrehzahl";"4472";"rpm";
"37877.2100394";"Motordrehzahl x1000";"4.5";"rpm";
"37877.2100394";"Zündzeitpunkt";"46";"°";
"37877.3766694";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37877.3766694";"Eingangsspannung Steuergerät";"14.296";"V";
"37877.3766694";"Gaspedalstellung D";"12.549019607843137";"%";
"37877.3766694";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37877.3766694";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37877.3766694";"Motordrehzahl";"4469";"rpm";
"37877.3766694";"Motordrehzahl x1000";"4.5";"rpm";
"37877.3766694";"Zündzeitpunkt";"46";"°";
"37877.5563064";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37877.5563064";"Eingangsspannung Steuergerät";"14.296";"V";
"37877.5563064";"Gaspedalstellung D";"12.549019607843137";"%";
"37877.5563064";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37877.5563064";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37877.5563064";"Motordrehzahl";"4420";"rpm";
"37877.5563064";"Motordrehzahl x1000";"4.4";"rpm";
"37877.5563064";"Zündzeitpunkt";"46";"°";
"37877.7690661";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37877.7690661";"Eingangsspannung Steuergerät";"14.296";"V";
"37877.7690661";"Gaspedalstellung D";"12.549019607843137";"%";
"37877.7690661";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37877.7690661";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37877.7690661";"Motordrehzahl";"4390";"rpm";
"37877.7690661";"Motordrehzahl x1000";"4.4";"rpm";
"37877.7690661";"Zündzeitpunkt";"46";"°";
"37877.9774745";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37877.9774745";"Eingangsspannung Steuergerät";"14.296";"V";
"37877.9774745";"Gaspedalstellung D";"12.549019607843137";"%";
"37877.9774745";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37877.9774745";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37877.9774745";"Motordrehzahl";"4360";"rpm";
"37877.9774745";"Motordrehzahl x1000";"4.4";"rpm";
"37877.9774745";"Zündzeitpunkt";"45";"°";
"37878.3365592";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37878.3365592";"Eingangsspannung Steuergerät";"14.296";"V";
"37878.3365592";"Gaspedalstellung D";"12.549019607843137";"%";
"37878.3365592";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37878.3365592";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37878.3365592";"Motordrehzahl";"4337";"rpm";
"37878.3365592";"Motordrehzahl x1000";"4.3";"rpm";
"37878.3365592";"Zündzeitpunkt";"45";"°";
"37878.5879605";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37878.5879605";"Eingangsspannung Steuergerät";"14.296";"V";
"37878.5879605";"Gaspedalstellung D";"12.549019607843137";"%";
"37878.5879605";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37878.5879605";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37878.5879605";"Motordrehzahl";"4264";"rpm";
"37878.5879605";"Motordrehzahl x1000";"4.3";"rpm";
"37878.5879605";"Zündzeitpunkt";"45";"°";
"37878.7498792";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37878.7498792";"Eingangsspannung Steuergerät";"14.296";"V";
"37878.7498792";"Gaspedalstellung D";"12.549019607843137";"%";
"37878.7498792";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37878.7498792";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37878.7498792";"Motordrehzahl";"4240";"rpm";
"37878.7498792";"Motordrehzahl x1000";"4.2";"rpm";
"37878.7498792";"Zündzeitpunkt";"45";"°";
"37878.9342453";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37878.9342453";"Eingangsspannung Steuergerät";"14.296";"V";
"37878.9342453";"Gaspedalstellung D";"12.549019607843137";"%";
"37878.9342453";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37878.9342453";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37878.9342453";"Motordrehzahl";"4213";"rpm";
"37878.9342453";"Motordrehzahl x1000";"4.2";"rpm";
"37878.9342453";"Zündzeitpunkt";"45";"°";
"37879.1124095";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37879.1124095";"Eingangsspannung Steuergerät";"14.296";"V";
"37879.1124095";"Gaspedalstellung D";"12.549019607843137";"%";
"37879.1124095";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37879.1124095";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37879.1124095";"Motordrehzahl";"4183";"rpm";
"37879.1124095";"Motordrehzahl x1000";"4.2";"rpm";
"37879.1124095";"Zündzeitpunkt";"45";"°";
"37879.2691426";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37879.2691426";"Eingangsspannung Steuergerät";"14.296";"V";
"37879.2691426";"Gaspedalstellung D";"12.549019607843137";"%";
"37879.2691426";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37879.2691426";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37879.2691426";"Motordrehzahl";"4183";"rpm";
"37879.2691426";"Motordrehzahl x1000";"4.2";"rpm";
"37879.2691426";"Zündzeitpunkt";"45";"°";
"37879.7052076";"Abs. Drosselklappenstellung";"20";"%";
"37879.7052076";"Eingangsspannung Steuergerät";"14.296";"V";
"37879.7052076";"Gaspedalstellung D";"25.098039215686274";"%";
"37879.7052076";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"37879.7052076";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.035";"V";
"37879.7052076";"Motordrehzahl";"4321";"rpm";
"37879.7052076";"Motordrehzahl x1000";"4.3";"rpm";
"37879.7052076";"Zündzeitpunkt";"21";"°";
"37879.8852977";"Abs. Drosselklappenstellung";"24.313725490196077";"%";
"37879.8852977";"Eingangsspannung Steuergerät";"14.218";"V";
"37879.8852977";"Gaspedalstellung D";"31.764705882352942";"%";
"37879.8852977";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"37879.8852977";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"37879.8852977";"Motordrehzahl";"4301";"rpm";
"37879.8852977";"Motordrehzahl x1000";"4.3";"rpm";
"37879.8852977";"Zündzeitpunkt";"38";"°";
"37880.0762033";"Abs. Drosselklappenstellung";"25.49019607843137";"%";
"37880.0762033";"Eingangsspannung Steuergerät";"14.296";"V";
"37880.0762033";"Gaspedalstellung D";"34.11764705882353";"%";
"37880.0762033";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"37880.0762033";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"37880.0762033";"Motordrehzahl";"4376";"rpm";
"37880.0762033";"Motordrehzahl x1000";"4.4";"rpm";
"37880.0762033";"Zündzeitpunkt";"37";"°";
"37880.256884";"Abs. Drosselklappenstellung";"25.88235294117647";"%";
"37880.256884";"Eingangsspannung Steuergerät";"14.218";"V";
"37880.256884";"Gaspedalstellung D";"34.509803921568626";"%";
"37880.256884";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"37880.256884";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.17500000000000002";"V";
"37880.256884";"Motordrehzahl";"4450";"rpm";
"37880.256884";"Motordrehzahl x1000";"4.4";"rpm";
"37880.256884";"Zündzeitpunkt";"36";"°";
"37880.4498425";"Abs. Drosselklappenstellung";"25.49019607843137";"%";
"37880.4498425";"Eingangsspannung Steuergerät";"14.218";"V";
"37880.4498425";"Gaspedalstellung D";"34.509803921568626";"%";
"37880.4498425";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"2.34375";"%";
"37880.4498425";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.155";"V";
"37880.4498425";"Motordrehzahl";"4526";"rpm";
"37880.4498425";"Motordrehzahl x1000";"4.5";"rpm";
"37880.4498425";"Zündzeitpunkt";"37";"°";
"37880.633015";"Abs. Drosselklappenstellung";"25.49019607843137";"%";
"37880.633015";"Eingangsspannung Steuergerät";"14.218";"V";
"37880.633015";"Gaspedalstellung D";"34.509803921568626";"%";
"37880.633015";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"2.34375";"%";
"37880.633015";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.505";"V";
"37880.633015";"Motordrehzahl";"4562";"rpm";
"37880.633015";"Motordrehzahl x1000";"4.6";"rpm";
"37880.633015";"Zündzeitpunkt";"38";"°";
"37880.8931954";"Abs. Drosselklappenstellung";"25.49019607843137";"%";
"37880.8931954";"Eingangsspannung Steuergerät";"14.296";"V";
"37880.8931954";"Gaspedalstellung D";"34.509803921568626";"%";
"37880.8931954";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"37880.8931954";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.545";"V";
"37880.8931954";"Motordrehzahl";"4617";"rpm";
"37880.8931954";"Motordrehzahl x1000";"4.6";"rpm";
"37880.8931954";"Zündzeitpunkt";"39";"°";
"37881.1488206";"Abs. Drosselklappenstellung";"25.49019607843137";"%";
"37881.1488206";"Eingangsspannung Steuergerät";"14.296";"V";
"37881.1488206";"Gaspedalstellung D";"33.333333333333336";"%";
"37881.1488206";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"37881.1488206";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.505";"V";
"37881.1488206";"Motordrehzahl";"4658";"rpm";
"37881.1488206";"Motordrehzahl x1000";"4.7";"rpm";
"37881.1488206";"Zündzeitpunkt";"39";"°";
"37881.3365505";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"37881.3365505";"Eingangsspannung Steuergerät";"14.296";"V";
"37881.3365505";"Gaspedalstellung D";"25.098039215686274";"%";
"37881.3365505";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"37881.3365505";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"37881.3365505";"Motordrehzahl";"4747";"rpm";
"37881.3365505";"Motordrehzahl x1000";"4.7";"rpm";
"37881.3365505";"Zündzeitpunkt";"46";"°";
"37881.5371761";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"37881.5371761";"Eingangsspannung Steuergerät";"14.218";"V";
"37881.5371761";"Gaspedalstellung D";"19.215686274509803";"%";
"37881.5371761";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37881.5371761";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"37881.5371761";"Motordrehzahl";"4714";"rpm";
"37881.5371761";"Motordrehzahl x1000";"4.7";"rpm";
"37881.5371761";"Zündzeitpunkt";"48";"°";
"37881.7003917";"Abs. Drosselklappenstellung";"16.470588235294116";"%";
"37881.7003917";"Eingangsspannung Steuergerät";"14.296";"V";
"37881.7003917";"Gaspedalstellung D";"13.72549019607843";"%";
"37881.7003917";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37881.7003917";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.915";"V";
"37881.7003917";"Motordrehzahl";"4663";"rpm";
"37881.7003917";"Motordrehzahl x1000";"4.7";"rpm";
"37881.7003917";"Zündzeitpunkt";"48";"°";
"37882.0700521";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37882.0700521";"Eingangsspannung Steuergerät";"14.296";"V";
"37882.0700521";"Gaspedalstellung D";"12.549019607843137";"%";
"37882.0700521";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37882.0700521";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.525";"V";
"37882.0700521";"Motordrehzahl";"4682";"rpm";
"37882.0700521";"Motordrehzahl x1000";"4.7";"rpm";
"37882.0700521";"Zündzeitpunkt";"46";"°";
"37882.4825597";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37882.4825597";"Eingangsspannung Steuergerät";"14.296";"V";
"37882.4825597";"Gaspedalstellung D";"12.549019607843137";"%";
"37882.4825597";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37882.4825597";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37882.4825597";"Motordrehzahl";"4640";"rpm";
"37882.4825597";"Motordrehzahl x1000";"4.6";"rpm";
"37882.4825597";"Zündzeitpunkt";"46";"°";
"37883.1496527";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37883.1496527";"Eingangsspannung Steuergerät";"14.296";"V";
"37883.1496527";"Gaspedalstellung D";"12.549019607843137";"%";
"37883.1496527";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37883.1496527";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37883.1496527";"Motordrehzahl";"4530";"rpm";
"37883.1496527";"Motordrehzahl x1000";"4.5";"rpm";
"37883.1496527";"Zündzeitpunkt";"46";"°";
"37883.9180159";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37883.9180159";"Eingangsspannung Steuergerät";"14.296";"V";
"37883.9180159";"Gaspedalstellung D";"12.549019607843137";"%";
"37883.9180159";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37883.9180159";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37883.9180159";"Motordrehzahl";"4418";"rpm";
"37883.9180159";"Motordrehzahl x1000";"4.4";"rpm";
"37883.9180159";"Zündzeitpunkt";"46";"°";
"37884.2580844";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37884.2580844";"Eingangsspannung Steuergerät";"14.296";"V";
"37884.2580844";"Gaspedalstellung D";"12.549019607843137";"%";
"37884.2580844";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37884.2580844";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37884.2580844";"Motordrehzahl";"4330";"rpm";
"37884.2580844";"Motordrehzahl x1000";"4.3";"rpm";
"37884.2580844";"Zündzeitpunkt";"45";"°";
"37884.4210896";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37884.4210896";"Eingangsspannung Steuergerät";"14.296";"V";
"37884.4210896";"Gaspedalstellung D";"12.549019607843137";"%";
"37884.4210896";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37884.4210896";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37884.4210896";"Motordrehzahl";"4299";"rpm";
"37884.4210896";"Motordrehzahl x1000";"4.3";"rpm";
"37884.4210896";"Zündzeitpunkt";"45";"°";
"37884.7464449";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37884.7464449";"Eingangsspannung Steuergerät";"14.296";"V";
"37884.7464449";"Gaspedalstellung D";"12.549019607843137";"%";
"37884.7464449";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37884.7464449";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37884.7464449";"Motordrehzahl";"4257";"rpm";
"37884.7464449";"Motordrehzahl x1000";"4.3";"rpm";
"37884.7464449";"Zündzeitpunkt";"45";"°";
"37885.0126663";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37885.0126663";"Eingangsspannung Steuergerät";"14.296";"V";
"37885.0126663";"Gaspedalstellung D";"12.549019607843137";"%";
"37885.0126663";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37885.0126663";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37885.0126663";"Motordrehzahl";"4219";"rpm";
"37885.0126663";"Motordrehzahl x1000";"4.2";"rpm";
"37885.0126663";"Zündzeitpunkt";"45";"°";
"37885.1854993";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37885.1854993";"Eingangsspannung Steuergerät";"14.296";"V";
"37885.1854993";"Gaspedalstellung D";"12.549019607843137";"%";
"37885.1854993";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37885.1854993";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37885.1854993";"Motordrehzahl";"4171";"rpm";
"37885.1854993";"Motordrehzahl x1000";"4.2";"rpm";
"37885.1854993";"Zündzeitpunkt";"45";"°";
"37885.3659552";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37885.3659552";"Eingangsspannung Steuergerät";"14.296";"V";
"37885.3659552";"Gaspedalstellung D";"12.549019607843137";"%";
"37885.3659552";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37885.3659552";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37885.3659552";"Motordrehzahl";"4132";"rpm";
"37885.3659552";"Motordrehzahl x1000";"4.1";"rpm";
"37885.3659552";"Zündzeitpunkt";"45";"°";
"37885.5770197";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37885.5770197";"Eingangsspannung Steuergerät";"14.296";"V";
"37885.5770197";"Gaspedalstellung D";"12.549019607843137";"%";
"37885.5770197";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37885.5770197";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37885.5770197";"Motordrehzahl";"4097";"rpm";
"37885.5770197";"Motordrehzahl x1000";"4.1";"rpm";
"37885.5770197";"Zündzeitpunkt";"44";"°";
"37885.7393522";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37885.7393522";"Eingangsspannung Steuergerät";"14.296";"V";
"37885.7393522";"Gaspedalstellung D";"12.549019607843137";"%";
"37885.7393522";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37885.7393522";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37885.7393522";"Motordrehzahl";"4096";"rpm";
"37885.7393522";"Motordrehzahl x1000";"4.1";"rpm";
"37885.7393522";"Zündzeitpunkt";"44";"°";
"37885.9935388";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"37885.9935388";"Eingangsspannung Steuergerät";"14.296";"V";
"37885.9935388";"Gaspedalstellung D";"12.549019607843137";"%";
"37885.9935388";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37885.9935388";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37885.9935388";"Motordrehzahl";"3954";"rpm";
"37885.9935388";"Motordrehzahl x1000";"4";"rpm";
"37885.9935388";"Zündzeitpunkt";"43";"°";
"37886.1816966";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37886.1816966";"Eingangsspannung Steuergerät";"14.296";"V";
"37886.1816966";"Gaspedalstellung D";"12.549019607843137";"%";
"37886.1816966";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37886.1816966";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37886.1816966";"Motordrehzahl";"3904";"rpm";
"37886.1816966";"Motordrehzahl x1000";"3.9";"rpm";
"37886.1816966";"Zündzeitpunkt";"43";"°";
"37886.4493981";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"37886.4493981";"Eingangsspannung Steuergerät";"14.296";"V";
"37886.4493981";"Gaspedalstellung D";"12.549019607843137";"%";
"37886.4493981";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"37886.4493981";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"37886.4493981";"Motordrehzahl";"3860";"rpm";
"37886.4493981";"Motordrehzahl x1000";"3.9";"rpm";
"37886.4493981";"Zündzeitpunkt";"42";"°";
